PENGHASILAN,TANGGUNGAN,USIA,BESAR PINJAMAN,TENOR,DP PRESENTASE,PEKERJAAN_Dokter,PEKERJAAN_Guru,PEKERJAAN_Karyawan Swasta,PEKERJAAN_Mahasiswa,PEKERJAAN_Nelayan,PEKERJAAN_PNS,PEKERJAAN_Pedagang,PEKERJAAN_Perawat,PEKERJAAN_Petani,PEKERJAAN_Swasta,PEKERJAAN_TNI/Polri,PEKERJAAN_Wiraswasta,JAMINAN_BPKB Mobil,JAMINAN_BPKB Motor,JAMINAN_Emas,JAMINAN_Sertifikat Rumah,JAMINAN_Sertifikat Tanah,JENIS KREDIT_Kredit Mobil,JENIS KREDIT_Kredit Motor,JENIS KREDIT_Kredit Rumah,JENIS KREDIT_Kredit Usaha,JENIS KREDIT_Multiguna,STATUS KEPEMILIKAN RUMAH_Keluarga,STATUS KEPEMILIKAN RUMAH_Kontrak,STATUS KEPEMILIKAN RUMAH_Kost,STATUS KEPEMILIKAN RUMAH_Milik,STATUS KEPEMILIKAN RUMAH_Milik Sendiri,STATUS KEPEMILIKAN RUMAH_Sewa,STATUS KEPEMILIKAN RUMAH_Tinggal dengan Orang Tua,RIWAYAT KREDIT_Baik,RIWAYAT KREDIT_Buruk,RIWAYAT KREDIT_Cukup,RIWAYAT KREDIT_Tidak Ada,target
0.16178267407187125,-0.05878593149116592,-0.1500373435858057,-0.7264857262511027,0.23559223435187077,0.2508689021141695,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0
1.3218980561298612,-0.05878593149116592,1.459842020766153,0.017757333598448763,-1.3331748790970581,2.025766384571918,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,1
1.7425658726312638,2.020766395008825,0.4536674180461788,0.842824151186947,0.23559223435187077,-0.30962503971459315,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,0
-0.7273680425997943,-0.05878593149116592,-0.1500373435858057,-0.7722303472074117,-0.5487913223725936,0.2508689021141695,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0
0.2985409380434573,-1.4451541491578264,1.459842020766153,-0.3964389950929593,-1.3331748790970581,-0.8701189815433558,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,0
-0.2610371739866887,-1.4451541491578264,1.9629293221261401,1.5065330167482054,-1.7253666574592903,1.7455194136575365,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1
-0.6413211990509234,-0.05878593149116592,0.15181503723018658,-0.7607941919683344,-0.5487913223725936,0.2508689021141695,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0
-0.1250401377576983,0.6343981773421643,0.7555197988621711,-0.6807411052947939,-0.5487913223725936,0.7179471869714718,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0
-0.7560503237827513,-0.05878593149116592,-0.2506548038578031,-0.7836665024464888,-0.5487913223725936,0.2508689021141695,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
-0.928144010880493,-0.7519700403244961,-0.5525071846737953,-0.8065388129246432,0.23559223435187077,-0.6832876676004349,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1
-0.8420971673316221,-0.7519700403244961,-0.8543595654897876,-0.8294111234027977,0.23559223435187077,-0.2162093827431327,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0
-0.6986857614168374,-0.7519700403244961,-0.04941988331380827,-0.7722303472074117,-0.5487913223725936,0.2508689021141695,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0
-1.0141908544293639,0.6343981773421643,0.252432497502184,-0.8637195891200293,1.0199757910763352,-0.6832876676004349,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1
2.288315109611859,1.3275822861754945,-0.954977025761785,-0.6784218873207748,-0.5487913223725936,1.9323507276004575,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0
1.5176422918226338,0.6343981773421643,-0.6531246449457928,0.7764579122843103,1.0199757910763352,0.34428455908562994,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0
1.7011885269739184,-1.4451541491578264,0.5542848783181763,2.2482707351972215,1.8043593478007995,-1.4306129233721185,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1
1.6138607327474166,2.020766395008825,-1.659299247665767,2.38680409982212,-1.3331748790970581,1.4652724427431552,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,1
-0.21108698130656914,-0.05878593149116592,0.15181503723018658,-0.7722303472074117,0.23559223435187077,0.2508689021141695,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
-1.0220842182109136,0.6343981773421643,1.7616944015821452,-0.08601638611272563,-0.5487913223725936,1.4652724427431552,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,1
0.8752945736915816,0.6343981773421643,-0.6531246449457928,1.0786811867874038,1.8043593478007995,-1.6174442373150393,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0
-0.8420971673316221,-0.7519700403244961,-0.2506548038578031,-0.7951026576855661,0.23559223435187077,-0.6832876676004349,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1
-1.1576022603441487,-1.4451541491578264,-1.3574468668497748,-0.8637195891200293,1.0199757910763352,-1.1503659524577372,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1
-0.7847326049657082,-0.7519700403244961,-0.954977025761785,-0.8294111234027977,0.23559223435187077,-0.2162093827431327,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0
-0.899461729697536,-0.7519700403244961,-0.954977025761785,-0.8065388129246432,0.23559223435187077,-0.6832876676004349,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1
-0.9568262920634499,-1.4451541491578264,-0.6531246449457928,-0.8179749681637205,1.0199757910763352,-1.1503659524577372,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1
1.8706196379094462,0.6343981773421643,0.15181503723018658,1.2666402305808095,-1.7253666574592903,0.8113628439429321,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0
-0.899461729697536,-1.4451541491578264,-0.451889724401798,-0.8065388129246432,1.0199757910763352,-1.1503659524577372,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,1
-0.3513585379002556,-0.7519700403244961,1.2586071002221582,2.268598043688472,-1.7253666574592903,-1.337197266400658,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1
-0.7560503237827513,-0.7519700403244961,-0.8543595654897876,-0.8179749681637205,0.23559223435187077,-0.2162093827431327,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0
0.031164712855932596,-0.05878593149116592,0.7555197988621711,0.9703786924207786,-1.3331748790970581,0.5311158730285508,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,1
-0.03899329420882743,0.6343981773421643,0.5542848783181763,-0.7264857262511027,0.23559223435187077,0.2508689021141695,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
-0.07531223275674667,-1.4451541491578264,-0.1500373435858057,2.3090317370240636,0.23559223435187077,1.9323507276004575,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1
0.9693615567048309,-1.4451541491578264,0.05119757695818915,0.9646161395935152,-1.3331748790970581,-0.2162093827431327,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0
0.5920168918162255,-0.05878593149116592,1.2586071002221582,-0.6006880186212534,-0.5487913223725936,1.1850254718287738,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0
-0.9582925302775227,-0.05878593149116592,2.164164242670135,-0.6457205216269802,0.23559223435187077,-0.6832876676004349,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1
0.7923023930886957,-0.7519700403244961,-1.7599167079377644,2.142923343344374,-1.7253666574592903,1.7455194136575365,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1
0.1904649552548282,0.6343981773421643,0.15181503723018658,-0.6807411052947939,0.23559223435187077,0.2508689021141695,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0
1.4811515464104286,0.6343981773421643,0.7555197988621711,0.45599573134279553,0.23559223435187077,0.06403758817124862,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0
0.3625586423525699,-0.05878593149116592,0.6549023385901737,-0.6349964843384851,-0.5487913223725936,1.1850254718287738,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
-0.906016778239089,2.020766395008825,1.2586071002221582,0.6769784231207884,1.8043593478007995,0.43770021605709036,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1
0.6493814541821394,0.6343981773421643,1.3592245604941555,-0.5892518633821763,-0.5487913223725936,1.1850254718287738,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0
0.4199232047184838,-0.7519700403244961,-0.1500373435858057,-0.6349964843384851,-0.5487913223725936,0.7179471869714718,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0
-0.9568262920634499,-0.7519700403244961,-1.0555944860337825,-0.8065388129246432,0.23559223435187077,-0.6832876676004349,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1
-0.928144010880493,-0.7519700403244961,-0.6531246449457928,-0.8065388129246432,0.23559223435187077,-0.6832876676004349,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,0
-0.38318066840431086,-0.7519700403244961,-0.7537421052177902,-0.7951026576855661,0.23559223435187077,-0.2162093827431327,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
-0.4698384445423787,1.3275822861754945,1.0573721796781634,0.7934426956307487,1.8043593478007995,-0.6832876676004349,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1
2.083712925021354,2.020766395008825,1.0573721796781634,1.5765836646565259,1.0199757910763352,-1.0569502954862766,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,1
2.191551131698976,1.3275822861754945,-0.6531246449457928,-0.7057225973198467,-1.7253666574592903,1.1850254718287738,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0
-0.8420971673316221,-0.7519700403244961,-0.5525071846737953,-0.7951026576855661,-0.5487913223725936,0.2508689021141695,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0
-0.8134148861486652,-0.05878593149116592,-0.3512722641298005,-0.7951026576855661,0.23559223435187077,-0.2162093827431327,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0
-0.2549146542453747,-0.05878593149116592,-0.04941988331380827,1.3691061230149983,-0.5487913223725936,1.0916098148573135,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,1
0.6953631664377851,-0.05878593149116592,1.1579896399501608,1.2185535079038483,-1.3331748790970581,-0.4030406966860536,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1
-1.0715554167952777,0.6343981773421643,0.8561372591341685,-0.8865918995981837,1.0199757910763352,-1.1503659524577372,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1
-1.1081238911894886,2.020766395008825,0.05119757695818915,0.5488258967656607,1.8043593478007995,-0.496456353657514,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1
0.07573583052300038,-0.7519700403244961,0.05119757695818915,-0.7493580367292572,-0.5487913223725936,0.2508689021141695,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
-0.6986857614168374,-0.05878593149116592,0.05119757695818915,-0.7722303472074117,0.23559223435187077,-0.2162093827431327,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0
-0.5839566366850095,-0.7519700403244961,0.3530499577741814,-0.7493580367292572,-0.5487913223725936,0.2508689021141695,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0
-0.9568262920634499,-0.05878593149116592,0.05119757695818915,-0.8637195891200293,1.0199757910763352,-0.6832876676004349,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1
-0.899461729697536,-0.7519700403244961,-0.5525071846737953,-0.8065388129246432,0.23559223435187077,-0.6832876676004349,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0
2.036619487547057,2.020766395008825,1.8623118618541428,-0.36484223619755196,1.8043593478007995,0.9047785009143926,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1
0.2765117988036991,0.6343981773421643,0.05119757695818915,-0.6807411052947939,0.23559223435187077,0.2508689021141695,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0
0.08834857685039388,-0.05878593149116592,0.4536674180461788,2.4507800793543923,-1.7253666574592903,1.7455194136575365,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1
2.169542356878858,-0.05878593149116592,-0.1500373435858057,-0.42914569003509534,0.23559223435187077,1.1850254718287738,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0
-1.1862845415271055,-1.4451541491578264,-1.3574468668497748,-0.8637195891200293,1.0199757910763352,-1.1503659524577372,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1
-0.899461729697536,-0.7519700403244961,-1.1562119463057798,-0.7722303472074117,0.23559223435187077,-0.6832876676004349,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1
1.155034009360208,-0.05878593149116592,-1.5586817873937695,2.281379205145217,-0.5487913223725936,1.838935070628997,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,1
-0.1250401377576983,0.6343981773421643,0.5542848783181763,-0.7493580367292572,-0.5487913223725936,0.2508689021141695,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
-0.9855085732464068,-0.7519700403244961,-0.8543595654897876,-0.8065388129246432,0.23559223435187077,-0.2162093827431327,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0
-0.7273680425997943,-0.05878593149116592,-0.1500373435858057,-0.7722303472074117,-0.5487913223725936,0.2508689021141695,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0
1.376053644877026,-0.7519700403244961,-0.6531246449457928,1.684814648744441,0.23559223435187077,-1.4306129233721185,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0
-1.6165187592714598,-1.4451541491578264,-1.659299247665767,-0.9094642100763382,1.0199757910763352,-1.1503659524577372,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1
-0.7899682685728452,0.6343981773421643,-1.3574468668497748,-0.5142425786152784,0.23559223435187077,-0.7767033245718954,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,1
0.8160206318673182,1.3275822861754945,1.459842020766153,1.1812582386505164,-1.7253666574592903,1.4652724427431552,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1
0.17840348237177114,0.6343981773421643,0.956754719406166,1.0345935732359952,1.8043593478007995,1.9323507276004575,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,1
-1.559154196905546,-1.4451541491578264,-1.659299247665767,-0.8865918995981837,1.0199757910763352,-1.1503659524577372,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1
-0.8134148861486652,-0.05878593149116592,-0.7537421052177902,-0.8294111234027977,0.23559223435187077,-0.2162093827431327,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1
0.7366464342128505,1.3275822861754945,0.6549023385901737,1.5765786556205312,1.8043593478007995,-1.4306129233721185,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,1
0.6023723426145203,2.020766395008825,1.2586071002221582,0.4714815320774271,1.8043593478007995,0.9047785009143926,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1
-0.4921371972252568,2.020766395008825,-0.451889724401798,2.204597350624728,-1.3331748790970581,-0.029378068800211817,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1
2.0325443090365822,1.3275822861754945,0.15181503723018658,0.018494439548228245,1.0199757910763352,-1.4306129233721185,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0
0.7070532037795229,2.020766395008825,0.4536674180461788,1.0152515238270574,0.23559223435187077,-2.0845225221723416,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,1
0.4018028867583389,-0.05878593149116592,0.3530499577741814,0.217671974238046,1.8043593478007995,-0.8701189815433558,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0
0.16178267407187125,-0.05878593149116592,0.4536674180461788,-0.6921772605338712,-0.5487913223725936,1.1850254718287738,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0
-1.068754592037762,-1.4451541491578264,0.3530499577741814,0.5915982495391782,0.23559223435187077,-2.0845225221723416,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1
0.5885437543877813,1.3275822861754945,0.8561372591341685,-0.7971673640247395,-1.7253666574592903,1.4652724427431552,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,1
0.07431863900975048,-1.4451541491578264,0.956754719406166,0.8720623402981575,1.0199757910763352,1.7455194136575365,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1
-0.3059570681929412,1.3275822861754945,1.3592245604941555,-0.8872149070271429,-1.3331748790970581,-1.524028580343579,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,1
-0.1089014786044839,1.3275822861754945,0.7555197988621711,1.0580749390337172,0.23559223435187077,1.7455194136575365,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1
-0.29445403932451636,-1.4451541491578264,-0.5525071846737953,0.1232617667350394,0.23559223435187077,1.9323507276004575,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0
0.03902078967194451,1.3275822861754945,-0.1500373435858057,0.7480650952045276,0.23559223435187077,1.7455194136575365,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,1
-1.0141908544293639,-0.7519700403244961,-0.954977025761785,-0.8179749681637205,0.23559223435187077,-0.6832876676004349,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1
